,247_index,school,year,playerName,highSchool,city,state,position,height,weight,compRating,compStars,nationalRank,positionRank,stateRank,247Rating,247Stars,247positionRank,247stateRank,displayName,ID,247nationalRank,confidence,rivalsrivals_index,rivalsschool,rivalsyear,rivalsplayerName,rivalscity,rivalsstate,rivalshighSchool,rivalsposition,rivalsheight,rivalsweight,rivalsstars,rivalsnationalRank,rivalspositionRank,rivalsstateRank,rivalsdisplayName,rivalsID,rivalsrawSchool
322,9505,texastech,2011,derrickedwards,Brenham,Brenham,TX,WR,73.0,171,0.8736,3,378,48,64, 88  ,6.0,48,63,Derrick Edwards,derrickedwards_texastech,,0.9693877551020408,6470,texastech,2011,derekedwards,Brenham,TX,Brenham,WR,73.0,163.0,4,,33.0,39.0,Derek Edwards,derekedwards_texastech,
323,9533,westvirginia,2018,joshuanorwood,Northwest Mississippi C.C.,Senatobia,MS,CB,70.0,175,0.8772,3,36,4,10, 86  ,6.0,7,17,Joshua Norwood,joshuanorwood_westvirginia,66,0.8351648351648352,6340,westvirginia,2018,joshnorwood,Senatobia,MS,Northwest Mississippi C.C.,DB,71.0,185.0,3,25.0,,,Josh Norwood,joshnorwood_westvirginia,
324,9537,westvirginia,2018,treyloweiii,Central,Bolivar,TN,DUAL,75.0,185,0.8719,3,610,19,19, 82  ,6.0,41,47,Trey Lowe III,treyloweiii_westvirginia,,0.8181818181818182,6491,westvirginia,2018,treylowe,Bolivar,TN,Central,QB,76.0,210.0,3,,21.0,19.0,Trey Lowe,treylowe_westvirginia,
325,9629,oklahomastate,2018,gabelemons,Coppell,Coppell,TX,ATH,74.0,175,0.8235,3,NA,132,247, 81  ,6.0,131,236,Gabe Lemons,gabelemons_oklahomastate,,0.8241758241758241,8196,oklahomastate,2018,gabriellemons,Coppell,TX,Coppell,WR,74.0,175.0,2,,,,Gabriel Lemons,gabriellemons_oklahomastate,
326,9647,kansas,2017,josephgilbertson,Northwest,Wichita,KS,OG,75.0,284,0.8017,3,NA,95,15, 78  ,5.0,112,13,Joseph Gilbertson,josephgilbertson_kansas,,0.8303571428571429,10238,kansas,2017,joeygilbertson,Wichita,KS,Northwest,OL,76.0,290.0,2,,,,Joey Gilbertson,joeygilbertson_kansas,
327,9653,kansasstate,2005,williewilliams,Hutchinson C.C.,Hutchinson,KS,DT,76.0,303,0.9000,4,17,4,3,  N/A  ,4.0,N/A,N/A,Willie Williams,williewilliams_kansasstate,,0.8116169544740973,7912,oklahomastate,2005,joshpinaire,Hutchinson,KS,Hutchinson C.C.,DT,77.0,290.0,3,,,,Josh Pinaire,joshpinaire_oklahomastate,
328,9682,oklahoma,2008,stacymcgee,Muskogee,Muskogee,OK,DT,76.0,289,0.9298,4,149,9,3,  N/A  ,4.0,N/A,N/A,Stacy McGee,stacymcgee_oklahoma,,0.987012987012987,6458,oklahoma,2008,staceymcgee,Muskogee,OK,Muskogee,DT,77.0,255.0,4,86.0,8.0,2.0,Stacey McGee,staceymcgee_oklahoma,
329,9732,kansasstate,2013,ajahnebrager,Magnolia,Magnolia,TX,DT,76.0,278,0.8075,3,NA,98,258, 84  ,6.0,67,171,Ajahne Brager,ajahnebrager_kansasstate,,0.8452380952380951,9332,kansasstate,2013,ajhanebrager,Magnolia,TX,Magnolia,OL,76.0,280.0,2,,,,Ajhane Brager,ajhanebrager_kansasstate,
330,9766,westvirginia,2014,dravonaskewhenry,Aliquippa,Aliquippa,PA,ATH,71.0,185,0.9377,4,141,11,2, 94  ,8.0,11,1,Dravon Askew-Henry,dravonaskewhenry_westvirginia,164,0.8125,9848,westvirginia,2014,dravonhenry,Aliquippa,PA,Aliquippa,DB,71.0,190.0,4,167.0,16.0,2.0,Dravon Henry,dravonhenry_westvirginia,
331,9821,baylor,2017,chidiogbonnaya,Langham Creek,Houston,TX,SDE,76.5,247,0.8214,3,NA,77,221, 82  ,6.0,77,196,Chidi Ogbonnaya,chidiogbonnaya_baylor,,0.8469387755102041,8267,baylor,2017,chidiogbannaya,Houston,TX,Langham Creek,DE,77.0,247.0,2,,,,Chidi Ogbannaya,chidiogbannaya_baylor,
332,9830,iowastate,2016,jaquanbailey,Raines,Jacksonville,FL,WDE,74.5,245,0.8469,3,898,61,127, 84  ,6.0,73,153,JaQuan Bailey,jaquanbailey_iowastate,,0.8095238095238095,8335,iowastate,2016,joshuabailey,Jacksonville,FL,Raines,DT,75.0,270.0,3,,,,Joshua Bailey,joshuabailey_iowastate,
333,9839,iowastate,2016,joshuabailey,Raines,Jacksonville,FL,DT,74.5,260,0.8234,3,NA,92,205, 79  ,5.0,124,260,Joshua Bailey,joshuabailey_iowastate,,0.8095238095238095,10327,iowastate,2016,jaquanbailey,Jacksonville,FL,Raines,DE,75.0,235.0,3,,,,JaQuan Bailey,jaquanbailey_iowastate,
334,9848,iowastate,2016,cliffordfernandez,Southwest Mississippi C.C.,Summit,MS,TE,77.0,260,0.7998,3,265,14,43, 79  ,5.0,9,36,Clifford Fernandez,cliffordfernandez_iowastate,219,0.9747899159663865,6180,iowastate,2016,clifffernandez,Summit,MS,Southwest Mississippi C.C.,TE,77.0,265.0,2,,,,Cliff Fernandez,clifffernandez_iowastate,
335,9879,oklahomastate,2014,juwannoffray,Edna Karr,New Orleans,LA,CB,72.0,163,0.8452,3,903,64,33, 83  ,6.0,100,49,Juwann Offray,juwannoffray_oklahomastate,,0.8452380952380951,7270,oklahomastate,2014,juwanoffray,New Orleans,LA,Edna Karr,DB,71.0,180.0,3,,66.0,31.0,Juwan Offray,juwanoffray_oklahomastate,
336,9977,iowastate,2017,joshjohnson,Central Arkansas Christian,Maumelle,AR,WR,71.0,170,0.8515,3,806,117,9, 83  ,6.0,185,13,Josh Johnson,joshjohnson_iowastate,,0.8519715578539108,6945,iowastate,2017,joshuajohnson,North Little Rock,AR,Central Arkansas Christian,WR,71.0,170.0,3,,89.0,,Joshua Johnson,joshuajohnson_iowastate,
337,10039,westvirginia,2015,mattjones,Hubbard,Hubbard,OH,OT,76.0,290,0.8706,3,496,55,27, 83  ,6.0,141,60,Matt Jones,mattjones_westvirginia,,0.8214285714285714,9819,westvirginia,2015,matthewjones,Hubbard,OH,Hubbard,OL,75.0,314.0,3,,26.0,18.0,Matthew Jones,matthewjones_westvirginia,
338,10042,westvirginia,2015,jordanadams,Franklin,Reisterstown,MD,ATH,72.0,170,0.8640,3,580,44,16, 87  ,6.0,60,17,Jordan Adams,jordanadams_westvirginia,,0.9285714285714286,8737,westvirginia,2015,jacquezadams,Reisterstown,MD,Franklin,ATH,70.0,158.0,3,,,25.0,Jacquez Adams,jacquezadams_westvirginia,
339,10049,westvirginia,2015,garyjenningsjr,Colonial Forge,Stafford,VA,WR,74.0,205,0.8388,3,NA,142,35, 85  ,6.0,129,37,Gary Jennings Jr.,garyjenningsjr_westvirginia,,0.8367346938775511,7340,westvirginia,2015,garyjennings,Stafford,VA,Colonial Forge,ATH,74.0,195.0,3,,,25.0,Gary Jennings,garyjennings_westvirginia,
340,10054,westvirginia,2015,karaunwhite,Lackawanna C.C.,Scranton,PA,WR,74.0,200,0.7883,2,261,30,4, 81  ,5.0,19,2,Ka'Raun White,karaunwhite_westvirginia,167,0.8051948051948052,8209,westvirginia,2013,kevinwhite,Scranton,PA,Lackawanna C.C.,WR,76.0,210.0,3,56.0,,,Kevin White,kevinwhite_westvirginia,
341,10064,westvirginia,2015,jacquezadams,Franklin,Reisterstown,MD,WR,71.0,165,0.8428,3,NA,129,24,,,,,Jacquez Adams,jacquezadams_westvirginia,,0.9285714285714286,9088,westvirginia,2015,jordanadams,Reisterstown,MD,Franklin,WR,72.0,173.0,3,,71.0,15.0,Jordan Adams,jordanadams_westvirginia,
342,10075,oklahomastate,2003,phillipjones,Ryan,Denton,TX,WR,71.0,165,0.8333,3,440,38,74,  N/A  ,3.0,N/A,N/A,Phillip Jones,phillipjones_oklahomastate,,0.8452380952380951,8181,oklahomastate,2004,philipjones,Denton,TX,Ryan,WR,71.0,170.0,2,,,,Philip Jones,philipjones_oklahomastate,
343,10144,kansasstate,2012,wesleyhollingshed,Trinity Valley C.C.,Athens,TX,DT,74.0,290,0.8041,3,127,19,17,  N/A  ,3.0,N/A,N/A,Wesley Hollingshed,wesleyhollingshed_kansasstate,,0.8258212375859435,8148,kansas,2012,tymckinney,Athens,TX,Trinity Valley C.C.,DT,75.0,310.0,3,,,,Ty McKinney,tymckinney_kansas,
344,10152,kansasstate,2012,donniestarks,Crosby,Crosby,TX,S,72.0,175,0.7000,2,NA,226,440, 70  ,4.0,N/A,N/A,Donnie Starks,donniestarks_kansasstate,,0.8333333333333334,6177,kansasstate,2012,donnystarks,Crosby,TX,Crosby,ATH,71.0,165.0,2,,,,Donny Starks,donnystarks_kansasstate,
345,10176,kansas,2016,stephanrobinson,Northeastern Oklahoma A&M,Miami,OK,WR,71.0,175,0.8019,3,251,45,7,,,,,Stephan Robinson,stephanrobinson_kansas,,0.8183150183150183,44988,arkansasstate,2016,shawnthomas,Miami,OK,Northeastern Oklahoma A&M,WR,72.0,190.0,3,,,,Shawn Thomas,shawnthomas_arkansasstate,Arkansas State
346,10223,oklahomastate,2019,kodywalterscheid,Muenster,Muenster,TX,SDE,77.5,235,0.8290,3,NA,106,229, 82  ,6.0,118,226,Kody Walterscheid,kodywalterscheid_oklahomastate,,0.8482142857142857,6922,oklahomastate,2019,kodywalterschied,Muenster,TX,Muenster,DE,78.0,230.0,2,,,,Kody Walterschied,kodywalterschied_oklahomastate,
347,10256,texas,2004,frankokam,Lake Highlands,Dallas,TX,DT,77.0,300,0.9918,5,20,2,3,  N/A  ,5.0,N/A,N/A,Frank Okam,frankokam_texas,,0.85,7523,texas,2004,franklinokam,Richardson,TX,Lake Highlands,DT,77.0,300.0,5,18.0,2.0,3.0,Franklin Okam,franklinokam_texas,
348,10280,texas,2012,shirodavis,Woodlawn,Shreveport,LA,OLB,75.0,220,0.9578,4,95,8,2, 96  ,8.0,5,2,Shiro Davis,shirodavis_texas,73,0.8241758241758241,6220,texas,2012,torshirodavis,Shreveport,LA,Woodlawn,LB,75.0,222.0,4,125.0,8.0,3.0,Torshiro Davis,torshirodavis_texas,
349,10285,texas,2012,dukethomas,Copperas Cove,Copperas Cove,TX,ATH,70.0,165,0.9329,4,173,13,24, 94  ,8.0,14,22,Duke Thomas,dukethomas_texas,175,0.9230769230769231,8474,texas,2012,orlandothomas,Copperas Cove,TX,Copperas Cove,ATH,71.0,175.0,4,129.0,10.0,18.0,Orlando Thomas,orlandothomas_texas,
350,10294,texas,2012,paulboyette,Humble,Humble,TX,DT,76.0,290,0.9094,4,272,22,40, 87  ,7.0,44,102,Paul Boyette,paulboyette_texas,,0.9780219780219781,10346,texas,2012,paulboyettejr,Humble,TX,Humble,DT,76.0,280.0,4,,21.0,36.0,Paul Boyette Jr.,paulboyettejr_texas,
351,10325,kansas,2020,danielhishawjr,Moore,Moore,OK,ATH,70.0,207,0.8294,3,NA,141,26, 84  ,6.0,111,23,Daniel Hishaw Jr.,danielhishawjr_kansas,,0.979591836734694,10301,kansas,2020,danielhishaw,Moore,OK,Moore,ATH,71.0,195.0,2,,,,Daniel Hishaw,danielhishaw_kansas,
352,10351,texastech,2010,benmcroy,Lakeland,Lakeland,FL,WR,68.0,163,0.8282,3,NA,196,222,  N/A  ,3.0,N/A,N/A,Ben McRoy,benmcroy_texastech,,0.8021978021978021,9687,texastech,2010,benjaminmcroy,Lakeland,FL,Lakeland,ATH,69.0,160.0,3,,,,Benjamin McRoy,benjaminmcroy_texastech,
353,10385,oklahoma,2005,briansimmons,Hargrave Military Academy,Chatham,VA,DT,76.0,290,0.9000,4,6,3,5,  N/A  ,4.0,N/A,N/A,Brian Simmons,briansimmons_oklahoma,,0.8277310924369747,11437,alabama,2005,lorenzowashington,Chatham,VA,Hargrave Military Academy,DT,77.0,275.0,4,4.0,,,Lorenzo Washington,lorenzowashington_alabama,
354,10441,oklahoma,2013,mattromar,Memorial,Port Arthur,TX,DT,75.0,276,0.8584,3,655,43,94, 87  ,6.0,43,91,Matt Romar,mattromar_oklahoma,,0.8785714285714287,7427,oklahoma,2013,matthewromar,Port Arthur,TX,Port Arthur Memorial,DT,75.0,268.0,3,,48.0,91.0,Matthew Romar,matthewromar_oklahoma,
355,10479,kansasstate,2008,attrailsnipes,Bakersfield Christian,Bakersfield,CA,WR,73.0,180,0.8667,3,544,71,65,  N/A  ,3.0,N/A,N/A,Attrail Snipes,attrailsnipes_kansasstate,,0.8356881214024072,8886,kansasstate,2008,brandonbanks,Bakersfield,CA,Bakersfield C.C.,WR,68.0,160.0,3,62.0,,,Brandon Banks,brandonbanks_kansasstate,
356,10484,kansasstate,2008,brandonbanks,Bakersfield College,Bakersfield,CA,WR,68.0,160,0.8444,3,69,10,29,  N/A  ,3.0,N/A,N/A,Brandon Banks,brandonbanks_kansasstate,,0.8449971081550028,7848,kansasstate,2008,attrailsnipes,Bakersfield,CA,Bakersfield C.C.,WR,73.0,180.0,3,,,,Attrail Snipes,attrailsnipes_kansasstate,
357,10510,baylor,2020,devinneal,Frederick Douglass,Lexington,KY,CB,72.0,192,0.8530,3,NA,84,12, 86  ,6.0,81,9,Devin Neal,devinneal_baylor,,0.8311688311688312,8429,baylor,2020,devinnealjr,Lexington,KY,Frederick Douglass,ATH,72.0,187.0,3,,,8.0,Devin Neal Jr.,devinnealjr_baylor,
358,10513,baylor,2020,ajmccarty,Brownwood,Brownwood,TX,CB,71.0,180,0.8478,3,NA,101,146, 87  ,6.0,57,90,AJ McCarty,ajmccarty_baylor,,0.8021978021978021,10377,baylor,2020,adonismccarty,Brownwood,TX,Brownwood,WR,71.0,180.0,2,,,,Adonis McCarty,adonismccarty_baylor,
359,10536,texasam,2015,tdmoton,Woodlawn,Shreveport,LA,DT,74.5,310,0.8763,3,436,24,23, 87  ,6.0,32,25,TD Moton,tdmoton_texasam,,0.875,15508,mississippistate,2015,tdmoton,Shreveport,LA,Woodlawn,DT,74.0,303.0,3,,41.0,27.0,T.D. Moton,tdmoton_mississippistate,
360,10594,lsu,2011,terrencemagee,Franklinton,Franklinton,LA,RB,70.0,205,0.8640,3,480,31,20, 87  ,6.0,32,23,Terrence Magee,terrencemagee_lsu,,0.8461538461538461,16445,lsu,2011,terrancemagee,Franklinton,LA,Franklinton,ATH,68.5,190.0,3,,28.0,15.0,Terrance Magee,terrancemagee_lsu,
361,10620,auburn,2012,jaquaysavage,Sandy Creek,Tyrone,GA,WR,76.0,200,0.9574,4,97,15,8, 95  ,8.0,2,3,JaQuay Savage,jaquaysavage_auburn,3,0.9285714285714286,15447,auburn,2012,jaquaywilliams,Tyrone,GA,Sandy Creek,WR,75.0,204.0,4,90.0,14.0,7.0,JaQuay Williams,jaquaywilliams_auburn,
362,10625,georgia,2013,shaqwiggins,Sandy Creek,Tyrone,GA,CB,69.0,160,0.9383,4,133,13,13, 92  ,8.0,16,17,Shaq Wiggins,shaqwiggins_georgia,186,0.8125,11937,georgia,2013,shaquillewiggins,Tyrone,GA,Sandy Creek,DB,70.0,166.0,4,,31.0,23.0,Shaquille Wiggins,shaquillewiggins_georgia,
363,10634,georgia,2013,reggiecarter,South Gwinnett,Snellville,GA,ILB,74.0,230,0.8968,4,294,16,22, 89  ,7.0,23,34,Reggie Carter,reggiecarter_georgia,,0.8061224489795917,10903,georgia,2013,reginaldcarter,Snellville,GA,South Gwinnett,LB,73.0,224.0,4,,14.0,20.0,Reginald Carter,reginaldcarter_georgia,
364,10677,tennessee,2003,brandonsjohnson,Northeastern Oklahoma A&M,Miami,OK,CB,74.0,190,NA,0,NA,NA,NA,  N/A  ,0.0,N/A,N/A,Brandon S. Johnson,brandonsjohnson_tennessee,,0.8476190476190476,13448,tennessee,2003,brandonjohnson,Miami,OK,Northeastern Oklahoma A&M,DB,74.0,190.0,3,,,,Brandon Johnson,brandonjohnson_tennessee,
365,10681,lsu,2007,sidellcorleyjr,McGill Toolen,Mobile,AL,SDE,76.0,250,0.9666,4,71,7,3,  N/A  ,4.0,N/A,N/A,Sidell  Corley Jr. ,sidellcorleyjr_lsu,,0.8367346938775511,13906,lsu,2007,sidellcorley,Mobile,AL,McGill Toolen,DE,76.0,250.0,4,58.0,4.0,3.0,Sidell Corley,sidellcorley_lsu,
366,10784,arkansas,2020,raycurryjr,White Station,Memphis,TN,OT,78.0,315,0.8548,3,971,81,28, 85  ,6.0,92,33,Ray Curry Jr.,raycurryjr_arkansas,,0.8285714285714285,14727,arkansas,2020,raycurry,Memphis,TN,White Station,OL,77.0,300.0,3,,,29.0,Ray Curry,raycurry_arkansas,
367,10796,florida,2016,chaunceygardnerjohnson,Cocoa,Cocoa,FL,CB,72.0,194,0.9774,4,42,4,4, 95  ,8.0,5,7,Chauncey Gardner-Johnson,chaunceygardnerjohnson_florida,65,0.8116883116883117,16541,florida,2016,chaunceygardnerii,Cocoa,FL,Cocoa,DB,71.0,190.0,4,32.0,3.0,5.0,Chauncey Gardner II,chaunceygardnerii_florida,
368,10800,florida,2016,joshuahammond,Hallandale,Hallandale,FL,WR,72.5,180,0.9294,4,165,31,27, 92  ,8.0,41,31,Joshua Hammond,joshuahammond_florida,235,0.9780219780219781,11910,florida,2016,joshhammond,Hallandale,FL,Hallandale,WR,72.0,180.0,4,160.0,35.0,24.0,Josh Hammond,joshhammond_florida,
369,10888,mississippistate,2019,martinemersonjr,Pine Forest,Pensacola,FL,S,74.0,185,0.8614,3,848,67,112, 86  ,6.0,77,115,Martin Emerson Jr.,martinemersonjr_mississippistate,,0.8380952380952381,14659,mississippistate,2019,martinemerson,Pensacola,FL,Pine Forest,DB,74.0,187.0,3,,,,Martin Emerson,martinemerson_mississippistate,
370,10924,kentucky,2011,buddupree,Wilkinson County,Irwinton,GA,TE,76.0,229,0.8468,3,774,37,58, 83  ,6.0,39,52,Bud Dupree,buddupree_kentucky,,0.935064935064935,14838,kentucky,2011,alvindupree,Irwinton,GA,Wilkinson County,TE,77.0,220.0,3,,,59.0,Alvin Dupree,alvindupree_kentucky,
371,10987,vanderbilt,2019,gabrieljeudy,Ardrey Kell,Charlotte,NC,CB,73.0,172,0.8221,3,NA,185,82, 79  ,5.0,251,98,Gabriel Jeudy,gabrieljeudy_vanderbilt,,0.8214285714285714,13641,vanderbilt,2019,gabejeudy,Charlotte,NC,Ardrey Kell,DB,73.0,165.0,3,,,49.0,Gabe  Jeudy,gabejeudy_vanderbilt,
372,11024,texasam,2019,andrewhitejr,Harrisburg,Harrisburg,PA,ILB,75.0,217,0.8990,4,312,18,3, 92  ,8.0,14,3,Andre White Jr.,andrewhitejr_texasam,221,0.8333333333333334,11312,texasam,2019,andrewhite,Harrisburg,PA,Harrisburg,LB,75.0,215.0,4,224.0,12.0,2.0,Andre White,andrewhite_texasam,
373,11091,auburn,2008,onteriomccalebb,Fort Meade,Fort Meade,FL,APB,70.0,175,0.8938,4,304,3,43,  N/A  ,4.0,N/A,N/A,Onterio McCalebb,onteriomccalebb_auburn,,0.8482142857142857,15454,auburn,2008,onterriomccalebb,Fort Meade,FL,Fort Meade,RB,70.0,154.0,4,,13.0,39.0,Onterrio McCalebb,onterriomccalebb_auburn,
374,11115,auburn,2008,torichilders,New Hampton School,New Hampton,NH,WR,77.0,220,0.7667,2,NA,188,3,  N/A  ,2.0,N/A,N/A,Tori Childers,torichilders_auburn,,0.8424908424908425,15226,southcarolina,2008,torichilders,New Hampton,NH,New Hampton Prep,WR,77.0,220.0,0,,,,Tori Childers,torichilders_southcarolina,
375,11143,georgia,2009,mikegilliard,Valdosta,Valdosta,GA,OLB,74.0,200,0.8715,3,534,40,38,  N/A  ,3.0,N/A,N/A,Mike Gilliard,mikegilliard_georgia,,0.819047619047619,16036,georgia,2009,michaelgilliard,Valdosta,GA,Valdosta,LB,74.0,200.0,4,,14.0,16.0,Michael Gilliard,michaelgilliard_georgia,
